Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGP,3P,3PA,3PP,2P,2PA,2PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,Gabe Vincent,PG,23,MIA,4,0,10.3,1.0,4.8,.211,1.0,4.0,.250,0.0,0.8,.000,.316,0.0,0.0,,0.0,0.8,0.8,0.8,0.3,0.0,0.0,0.5,3.0
2020,Noah Vonleh,C-PF,24,TOT,30,1,12.0,1.6,2.9,.552,0.1,0.5,.200,1.5,2.4,.625,.569,0.8,1.0,.800,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.3,4.1
2020,Noah Vonleh,C,24,MIN,29,1,12.0,1.6,3.0,.547,0.1,0.5,.143,1.6,2.5,.625,.558,0.8,1.0,.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1
2020,Noah Vonleh,PF,24,DEN,1,0,12.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,1.0,2.0,.500,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0
2020,Nikola Vučević,C,29,ORL,44,44,32.2,7.6,16.6,.458,1.7,4.9,.344,5.9,11.7,.506,.509,2.0,2.6,.776,2.6,8.2,10.8,3.7,0.9,0.9,1.5,2.3,19.0
2020,Dean Wade,PF,23,CLE,10,0,5.4,0.7,1.0,.700,0.2,0.3,.667,0.5,0.7,.714,.800,0.0,0.1,.000,0.2,1.4,1.6,0.1,0.2,0.3,0.3,0.7,1.6
2020,Moritz Wagner,C,22,WAS,26,4,20.3,4.4,7.4,.591,0.9,2.4,.365,3.5,5.0,.700,.650,1.7,2.2,.786,1.4,4.3,5.7,1.3,0.7,0.6,1.9,3.7,11.3
2020,Dion Waiters,SG,28,MIA,3,0,14.0,3.3,8.7,.385,2.7,5.7,.471,0.7,3.0,.222,.538,0.0,0.3,.000,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3
2020,Kemba Walker,PG,29,BOS,46,46,32.2,7.2,16.8,.429,3.4,8.7,.388,3.8,8.1,.474,.530,3.9,4.5,.866,0.7,3.4,4.1,5.0,1.0,0.5,2.1,1.6,21.8
2020,Lonnie Walker,SG,21,SAS,46,3,13.8,2.2,5.1,.438,0.5,1.3,.387,1.7,3.7,.456,.489,0.8,1.1,.706,0.4,1.7,2.0,0.7,0.5,0.2,0.6,1.2,5.7
2020,Tyrone Wallace,SG,25,ATL,14,0,11.4,1.0,3.1,.318,0.1,1.1,.067,0.9,2.1,.448,.330,0.8,1.2,.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9
2020,Taurean Waller-Prince,SF,25,BRK,53,53,29.7,4.5,11.7,.383,2.4,6.9,.350,2.1,4.8,.430,.486,1.0,1.3,.775,0.8,5.4,6.2,2.0,0.9,0.4,2.0,2.4,12.4
2020,Derrick Walton,PG,24,LAC,23,1,9.7,0.7,1.6,.472,0.4,0.9,.429,0.3,0.7,.533,.597,0.3,0.4,.778,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8,2.2
2020,Brad Wanamaker,PG,30,BOS,53,0,18.8,2.2,5.2,.429,0.5,1.5,.377,1.7,3.7,.449,.482,1.7,1.8,.917,0.2,1.7,2.0,2.7,0.7,0.2,1.1,1.8,6.6
2020,T.J. Warren,SF,26,IND,52,52,32.3,7.4,14.0,.530,1.1,2.9,.373,6.3,11.1,.572,.569,2.6,3.2,.798,0.9,2.8,3.7,1.4,1.2,0.5,1.2,2.7,18.5
2020,P.J. Washington,PF,21,CHO,47,46,30.1,4.4,9.6,.463,1.3,3.3,.376,3.2,6.3,.510,.529,1.5,2.3,.655,0.9,4.6,5.5,2.0,0.9,0.8,1.6,2.8,11.7
2020,Yuta Watanabe,SG,25,MEM,9,0,5.4,0.7,1.6,.429,0.2,0.4,.500,0.4,1.1,.400,.500,0.2,0.4,.500,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.6,1.8
2020,Tremont Waters,PG,22,BOS,9,0,8.1,1.1,3.1,.357,0.2,1.7,.133,0.9,1.4,.615,.393,0.7,0.7,1.000,0.0,0.8,0.8,1.1,0.6,0.2,0.9,1.1,3.1
2020,Paul Watson,SF-SG,25,TOT,4,0,5.5,0.0,1.8,.000,0.0,0.8,.000,0.0,1.0,.000,.000,0.3,0.5,.500,0.0,0.8,0.8,1.0,0.3,0.0,0.0,0.3,0.3
2020,Paul Watson,SG,25,ATL,2,0,8.5,0.0,3.5,.000,0.0,1.5,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,0.0,0.5,0.0
2020,Paul Watson,SF,25,TOR,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5
2020,Quinndary Weatherspoon,SG,23,SAS,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Russell Westbrook,PG,31,HOU,45,45,36.0,10.5,22.7,.463,1.0,4.0,.238,9.6,18.7,.512,.484,5.2,6.6,.785,1.6,6.4,8.0,7.2,1.6,0.4,4.4,3.6,27.2
2020,Coby White,SG,19,CHI,55,0,24.3,4.1,10.9,.370,1.8,5.3,.338,2.3,5.7,.401,.452,1.2,1.7,.747,0.5,3.0,3.5,2.4,0.7,0.1,1.5,1.7,11.1
2020,Derrick White,SG,25,SAS,52,11,23.8,3.5,7.6,.458,0.9,2.6,.358,2.6,5.0,.510,.519,2.3,2.7,.849,0.5,2.6,3.1,3.4,0.6,0.8,1.2,2.1,10.2
2020,Hassan Whiteside,C,30,POR,51,51,30.8,6.5,10.6,.613,0.0,0.1,.500,6.5,10.5,.613,.614,2.7,3.8,.710,4.0,10.1,14.1,1.2,0.4,3.0,1.9,3.0,15.7
2020,Andrew Wiggins,SF-SG,24,TOT,45,45,34.5,8.3,18.4,.451,2.2,6.4,.341,6.1,12.0,.509,.510,3.6,5.1,.719,1.1,4.0,5.0,3.7,0.8,0.9,2.6,2.4,22.5
2020,Andrew Wiggins,SF,24,MIN,42,42,34.6,8.4,18.8,.444,2.2,6.5,.331,6.2,12.3,.505,.502,3.5,4.9,.720,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4
2020,Andrew Wiggins,SG,24,GSW,3,3,33.0,7.7,13.3,.575,2.7,5.0,.533,5.0,8.3,.600,.675,5.0,7.0,.714,0.3,2.3,2.7,4.0,2.3,1.7,2.7,2.3,23.0
2020,Grant Williams,PF,21,BOS,52,4,15.6,1.4,3.2,.430,0.4,1.3,.286,1.0,1.8,.537,.491,0.7,0.9,.714,1.0,1.7,2.7,1.1,0.4,0.6,0.8,2.4,3.8
2020,Johnathan Williams,C,24,WAS,11,5,12.3,1.5,2.3,.640,0.0,0.2,.000,1.5,2.1,.696,.640,0.3,0.5,.600,1.4,2.5,3.9,0.5,0.1,0.5,0.4,1.0,3.2
2020,Kenrich Williams,PF,25,NOP,35,18,22.3,1.4,4.1,.343,0.7,2.7,.260,0.7,1.3,.511,.430,0.3,0.7,.375,1.4,3.7,5.1,1.5,0.7,0.6,0.6,2.3,3.8
2020,Lou Williams,SG,33,LAC,52,8,30.0,6.4,15.4,.412,1.8,5.1,.350,4.6,10.3,.443,.470,5.0,5.8,.863,0.4,2.7,3.1,5.9,0.6,0.2,2.9,1.4,19.5
2020,Marvin Williams,PF,33,TOT,42,1,19.7,2.3,5.1,.453,1.1,2.8,.378,1.2,2.3,.547,.558,1.1,1.2,.865,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.8,6.8
2020,Marvin Williams,PF,33,CHO,41,1,19.7,2.3,5.1,.448,1.1,2.9,.376,1.2,2.3,.538,.552,1.0,1.2,.860,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7
2020,Marvin Williams,PF,33,MIL,1,0,20.0,3.0,4.0,.750,1.0,2.0,.500,2.0,2.0,1.000,.875,2.0,2.0,1.000,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0
2020,Robert Williams,C,22,BOS,19,1,14.2,1.7,2.6,.673,0.0,0.0,,1.7,2.6,.673,.673,0.4,0.7,.571,1.2,3.4,4.6,1.1,0.9,1.1,0.8,1.8,3.9
2020,Nigel Williams-Goss,PG,25,UTA,9,0,3.1,0.1,0.8,.143,0.0,0.2,.000,0.1,0.6,.200,.143,0.2,0.2,1.000,0.2,0.3,0.6,0.6,0.1,0.1,0.2,0.2,0.4
2020,Zion Williamson,PF,19,NOP,10,10,27.4,8.3,14.4,.576,0.4,1.1,.364,7.9,13.3,.594,.590,5.1,7.8,.654,3.5,4.0,7.5,2.2,0.7,0.4,2.8,1.7,22.1
2020,D.J. Wilson,PF,23,MIL,26,0,9.0,1.2,3.0,.405,0.4,1.7,.244,0.8,1.3,.618,.475,0.2,0.3,.714,0.2,1.8,2.0,0.7,0.0,0.2,0.5,0.8,3.1
2020,Justise Winslow,SF,23,MIA,11,5,32.0,4.5,11.7,.388,0.5,2.5,.222,4.0,9.3,.431,.411,1.6,2.5,.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3
2020,Christian Wood,PF,24,DET,53,5,19.1,3.9,6.9,.565,0.8,2.0,.385,3.2,5.0,.636,.620,2.6,3.5,.738,1.5,4.3,5.7,0.8,0.5,0.8,1.2,1.4,11.2
2020,Delon Wright,SG,27,DAL,53,4,21.1,2.7,5.9,.463,0.6,1.8,.366,2.1,4.2,.505,.518,1.2,1.5,.772,1.1,2.7,3.8,3.4,1.1,0.3,0.9,1.3,7.3
2020,Thaddeus Young,PF,31,CHI,54,10,24.0,4.0,9.0,.441,1.1,3.3,.339,2.9,5.7,.500,.503,0.6,1.1,.586,1.4,3.3,4.7,1.7,1.2,0.3,1.6,2.0,9.7
2020,Trae Young,PG,21,ATL,50,50,35.2,9.2,20.7,.443,3.5,9.4,.369,5.7,11.3,.505,.527,7.8,9.2,.852,0.6,3.8,4.4,9.2,1.2,0.1,4.9,1.7,29.7
2020,Cody Zeller,C,27,CHO,50,31,23.1,4.3,8.5,.511,0.3,1.4,.243,4.0,7.1,.564,.531,2.0,2.9,.688,2.8,4.3,7.1,1.5,0.7,0.5,1.3,2.5,11.0
2020,Ante Žižić,C,23,CLE,16,0,9.9,1.8,3.1,.571,0.0,0.0,,1.8,3.1,.571,.571,0.8,0.9,.867,0.9,2.6,3.4,0.2,0.4,0.3,0.3,1.3,4.3
2020,Ivica Zubac,C,22,LAC,55,53,17.8,3.2,5.3,.602,0.0,0.0,.000,3.2,5.3,.606,.602,1.6,2.2,.733,2.5,4.5,7.0,1.1,0.2,1.0,0.9,2.4,8.0
